IDENTITY,,,,,,,FUNCTION,,,,,STRUCTURE / DESIGN,,,,,MATERIAL,,,ELECTRICAL,,,,,,,,INTALLATION,,,,,,,,COMPATIBILITY,,,,MESUREMENTS,,,,,,,,,,,,,,PPC_Term			,,,,,,
SKU_ID,IMG_LINK,IMG,Stock,"Product
Name","Finish
Name","Colour
Family","Socket
Type","Switch
Included","Switch
Type","Mount
Type","Shade
Support","Body
Pattern","Ring
Count","Shade
Rings Qty","Lock
Nut Qty","Cable
Grip
Included","Body
Material
(Primary)","Ring
Material","Insert
Material
(Secondary)","Voltage
Range","Max
Wattage","Terminal
Type",Dimmable,"IP
Rating",Frequency,Class,"Earth
Terminal","Parts
List","Wiring
Type","Install
Type","Req
Electrician","Tools
Required","Assembly
Req","Cap
Easy
DIY","Assembly
Complex","Shade
Hole
Size","Compatible
Shade
Type","Compatible
Shade
Size ","Indoor/
Outdoor","Height
mm","Width
mm","Depth
mm","Diameter
mm","Shade
Diameter
mm","Cable
Length
mm","Adjust
Arm","Weight
g","CE
Cert
ID","UKCA
Cert
ID","RoHS
Cert
ID","WEEE
Reg","Safety
Warnings",Postage Cost,Exact Match Keyword,Phrase Match Keyword,Broad Match Keyword,Negative Keywords,Max Bid,Min Bid,Suggested Search Terms
LHRBE27BM,https://dashboard.digitweblk.com/Productimages/7040.jpg,,1862,,Matte Black,Black,E27,NO,NO,Pendant,FALSE,Smooth Cylinder,-,-,-,No,plastic,-,Heat Resistant Plastic,110-250v,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,1,No,"Plastic outer holder body (M5)
Internal E27 socket module (M5 base)
T4 top cap (for cable entry)",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,-,-,-,Indoor ,50,38,38,38,,,,,,,,,,2.7,E27 Matte Black Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder
LHRBE27WH,http://dashboard.digitweblk.com/Productimages/IRHRWE.jpg,,99,,White,White,E27,NO,NO,Pendant,FALSE,Smooth Cylinder,-,-,-,No,plastic,-,Heat Resistant Plastic,110-250v,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,1,No,"Plastic outer holder body (M5)
Internal E27 socket module (M5 base)
T4 top cap (for cable entry)",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,-,-,-,Indoor ,50,38,38,38,,,,,,,,,,2.7,E27 White Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder
LHRGE27BN,http://dashboard.digitweblk.com/Productimages/R3HRE27MBK.jpg,,-7,,Mate Black,,E27,NO,NO,Pendant,TRUE,Pendant,-,1,1,Yes,Metal,Metal,Ceramic,110-250v,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Plastic outer holder body (M5)
Internal E27 socket module (M5 base)
T4 top cap (for cable entry)",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,Metal shade / glass shade,"Any lamp shade with
40mmm top opening
can be fited",Indoor,50,38,38,38,,,,,,,,,,2.7,E27 Matte Black Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder
LHRHE27BY,http://dashboard.digitweblk.com/Productimages/RGHRBK.jpg,,80,,Shiny Black,,E27,NO,NO,Pendant,FALSE,Ribbed Cylinder,-,-,-,Yes,Metal,-,Ceramic,110-240V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Decorative top dome
Ribbed outer metal sleeve
Internal E27 socket module
",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,-,-,Indoor,78,42,42,42,,,,,,,,,,2.7,E27 Shiny Black Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder
LHRHE27CO,http://dashboard.digitweblk.com/Productimages/RGHRCR.jpg,,35,,Brass / Gold,Copper,E27,NO,NO,Pendant,FALSE,Ribbed Cylinder,-,-,-,Yes,Metal,-,Ceramic,110-240V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Decorative top dome
Ribbed outer metal sleeve
Internal E27 socket module
",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,-,-,Indoor,78,42,42,42,,,,,,,,,,2.7,E27 Brass / Copper Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | brass / copper lamp holder | E27 brass / copper pendant lamp holder
LHRHE27GB,http://dashboard.digitweblk.com/Productimages/RGHRGBS.jpg,,68,,Brass ,Green Brass,E27,NO,NO,Pendant,FALSE,Ribbed Cylinder,-,-,-,Yes,Metal,-,Ceramic,110-240V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Decorative top dome
Ribbed outer metal sleeve
Internal E27 socket module
",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,-,-,Indoor,78,42,42,42,,,,,,,,,,2.7,E27 Brass Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | brass lamp holder | E27 brass pendant lamp holder
LHRHE27YB,http://dashboard.digitweblk.com/Productimages/RGHRYBS.jpg,,69,,Brass / Gold,Yellow Brass,E27,NO,NO,Pendant,FALSE,Ribbed Cylinder,-,-,-,Yes,Metal,-,Ceramic,110-240V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Decorative top dome
Ribbed outer metal sleeve
Internal E27 socket module
",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,-,-,Indoor,78,42,42,42,,,,,,,,,,2.7,E27 Brass / Copper Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | brass / copper lamp holder | E27 brass / copper pendant lamp holder
LHRIE14WH,http://dashboard.digitweblk.com/Productimages/LHRIE14WH.jpg,,48,,White,White,E14,NO,NO,Pendant,TRUE,Smooth Cylindrical Body,1,1,-,No,plastic,plastic,Heat Resistant Plastic,110-240V,40W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,1,No,"Removable top cap
Internal push-fit wiring connector block
Main holder body
Collar ring",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,Metal shade / glass shade,"Any lamp shade with
40mmm top opening
can be fited",Indoor,56,43,43,43,,,,,,,,,,2.7,E14 White Pendant Lamp Holder,E14 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E14 lamp holder | E14 small lamp holder | E14 pendant lamp holder
LHRIE27BM,https://dashboard.digitweblk.com/Productimages/376.jpg,,-37,,Matte Black,Black,E27,NO,NO,"Pendant /
 Shade Mount",TRUE,Dome top threaded body,1,1,-,No,plastic,plastic,Heat Resistant Plastic,110-240V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,1,No,"Top Cap 
 Holder Body 
Collar Ring",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,Metal shade / glass shade,"Any lamp shade with
40mmm top opening
can be fited",Indoor,58,58,58,58,,,,,,,,,,2.7,E27 Matte Black Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder
LHRIE27WH,https://dashboard.digitweblk.com/Productimages/2280.jpg,,29,,White,White,E27,NO,NO,"Pendant /
 Shade Mount",TRUE,Dome top threaded body,1,1,-,No,plastic,plastic,Heat Resistant Plastic,110-240V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,1,No,"Top Cap 
 Holder Body 
Collar Ring",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,Metal shade / glass shade,"Any lamp shade with
40mmm top opening
can be fited",Indoor,58,58,58,58,,,,,,,,,,2.7,E27 White Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder
LHRRE27WH,http://dashboard.digitweblk.com/Productimages/UAHRRGWE.jpg,,41,,White,White,E27,NO,NO,"Pendant /
 Shade Mount",TRUE,Dome top threaded body,1,1,-,No,plastic,plastic,Heat Resistant Plastic,110-240V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,1,No,"Top Cap 
 Holder Body 
Collar Ring",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,Metal shade / glass shade,"Any lamp shade with
40mmm top opening
can be fited",Indoor,80,60,60,60,,,,,,,,,,2.7,E27 White Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder
LHRTE27BM,http://dashboard.digitweblk.com/Productimages/LHRTE27BM.jpg,,1889,,Matte Black,Black,E27,NO,NO,"Pendant /
 Shade Mount",TRUE,Dome top threaded body,1,1,-,No,plastic,plastic,Heat Resistant Plastic,110-240V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,1,No,"Top Cap 
 Holder Body 
Collar Ring",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,Metal shade / glass shade,"Any lamp shade with
40mmm top opening
can be fited",Indoor,58,58,58,58,,,,,,,,,,2.7,E27 Matte Black Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder
LHRTE27WH,https://dashboard.digitweblk.com/Productimages/2271.jpg,,152,,White,White,E27,NO,NO,"Pendant /
 Shade Mount",TRUE,Dome top threaded body,1,1,-,No,plastic,plastic,Heat Resistant Plastic,110-240V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,1,No,"Top Cap 
 Holder Body 
Collar Ring",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,Metal shade / glass shade,"Any lamp shade with
40mmm top opening
can be fited",Indoor,58,58,58,58,,,,,,,,,,2.7,E27 White Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder
LHRUE27WH,http://dashboard.digitweblk.com/Productimages/UAHRWE.jpg,,44,,White,White,E27,NO,NO,"Pendant /
",FALSE,Dome top threaded body,-,-,-,Yes,plastic,plastic,Heat Resistant Plastic,110-240V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,1,No,"Top Cap 
 Holder Body ",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,-,-,Indoor,,,,,,,,,,,,,,2.7,E27 White Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder
LHS3E27CH,http://dashboard.digitweblk.com/Productimages/S3HRCE.jpg,,-1,,Polished Chrome,Silver,E27,NO,NO,"Pendant /
",TRUE,Cylindrical,-,1,1,Yes,Metal,Metal,Ceramic,110-240V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,1,No,"Top Cable Cap 
Metal Holder Body 
Ceramic Socket Insert 
Shade Ring",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,Metal shade / glass shade,"Any lamp shade with
40mmm top opening
can be fited",Indoor,110,40,40,40,,,,,,,,,,2.7,E27 Polished Chrome Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | polished chrome lamp holder | E27 polished chrome pendant lamp holder
LHS3E27CO,http://dashboard.digitweblk.com/Productimages/S3HRCR.jpg,,-1,,Brass / Gold,Copper,E27,NO,NO,"Pendant /
",TRUE,Cylindrical,-,1,1,Yes,Metal,Metal,Ceramic,110-240V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,1,No,"Top Cable Cap 
Metal Holder Body 
Ceramic Socket Insert 
Shade Ring",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,Metal shade / glass shade,"Any lamp shade with
40mmm top opening
can be fited",Indoor,110,40,40,40,,,,,,,,,,2.7,E27 Brass / Copper Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | brass / copper lamp holder | E27 brass / copper pendant lamp holder
LHS3E27RO,http://dashboard.digitweblk.com/Productimages/S3HRRGD.jpg,,3,,Rose gold,Rose gold,E27,NO,NO,"Pendant /
",TRUE,Cylindrical,-,1,1,Yes,Metal,Metal,Ceramic,110-240V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,1,No,"Top Cable Cap 
Metal Holder Body 
Ceramic Socket Insert 
Shade Ring",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,Metal shade / glass shade,"Any lamp shade with
40mmm top opening
can be fited",Indoor,110,40,40,40,,,,,,,,,,2.7,E27 Rose Gold Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | rose gold lamp holder | E27 rose gold pendant lamp holder
LHS3E27YB,http://dashboard.digitweblk.com/Productimages/S3HRYBS.jpg,,-2,,Brass / Gold,Yellow Brass,E27,NO,NO,"Pendant /
",TRUE,Cylindrical,-,1,1,Yes,Metal,Metal,Ceramic,110-240V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,1,No,"Top Cable Cap 
Metal Holder Body 
Ceramic Socket Insert 
Shade Ring",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,Metal shade / glass shade,"Any lamp shade with
40mmm top opening
can be fited",Indoor,110,40,40,40,,,,,,,,,,2.7,E27 Brass / Copper Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | brass / copper lamp holder | E27 brass / copper pendant lamp holder
LHS5E27BY,http://dashboard.digitweblk.com/Productimages/S5HRSBK.jpg,,24,,Shiny Black,Shiny Black,E27,NO,NO,"Pendant /
",FALSE,Smooth Cylinder,-,-,1,Yes,Metal,Metal,Ceramic,110-240V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,Optional,"Top Cable Cap 
Decorative Metal Body 
Ceramic Socket Insert",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,-,-,-,Indoor,120,40,40,40,,,,,,,,,,2.7,E27 Shiny Black Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder
LHS5E27CH,http://dashboard.digitweblk.com/Productimages/S5HRCE.jpg,,62,,Polished Chrome,Silver,E27,NO,NO,"Pendant /
",FALSE,Smooth Cylinder,-,-,1,Yes,Metal,Metal,Ceramic,110-240V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,Optional,"Top Cable Cap 
Decorative Metal Body 
Ceramic Socket Insert",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,-,-,-,Indoor,120,40,40,40,,,,,,,,,,2.7,E27 Polished Chrome Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | polished chrome lamp holder | E27 polished chrome pendant lamp holder
LHS5E27CO,http://dashboard.digitweblk.com/Productimages/S5HRCR.jpg,,75,,Brass / Gold,Copper,E27,NO,NO,"Pendant /
",FALSE,Smooth Cylinder,-,-,1,Yes,Metal,Metal,Ceramic,110-240V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,Optional,"Top Cable Cap 
Decorative Metal Body 
Ceramic Socket Insert",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,-,-,-,Indoor,120,40,40,40,,,,,,,,,,2.7,E27 Brass / Copper Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | brass / copper lamp holder | E27 brass / copper pendant lamp holder
LHS5E27RO,http://dashboard.digitweblk.com/Productimages/S5HRRGD.jpg,,73,,Rose gold,Rose gold,E27,NO,NO,"Pendant /
",FALSE,Smooth Cylinder,-,-,1,Yes,Metal,Metal,Ceramic,110-240V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,Optional,"Top Cable Cap 
Decorative Metal Body 
Ceramic Socket Insert",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,-,-,-,Indoor,120,40,40,40,,,,,,,,,,2.7,E27 Rose Gold Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | rose gold lamp holder | E27 rose gold pendant lamp holder
LHS5E27SN,http://dashboard.digitweblk.com/Productimages/S5HRSNL.jpg,,101,,Brass ,Satin Nickel,E27,NO,NO,"Pendant /
",FALSE,Smooth Cylinder,-,-,1,Yes,Metal,Metal,Ceramic,110-240V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,Optional,"Top Cable Cap 
Decorative Metal Body 
Ceramic Socket Insert",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,-,-,-,Indoor,120,40,40,40,,,,,,,,,,2.7,E27 Brass Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | brass lamp holder | E27 brass pendant lamp holder
LHS5E27YB,http://dashboard.digitweblk.com/Productimages/S5HRYBS.jpg,,23,,Brass / Gold,Yellow Brass,E27,NO,NO,"Pendant /
",FALSE,Smooth Cylinder,-,-,1,Yes,Metal,Metal,Ceramic,110-240V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,Optional,"Top Cable Cap 
Decorative Metal Body 
Ceramic Socket Insert",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,-,-,-,Indoor,120,40,40,40,,,,,,,,,,2.7,E27 Brass / Copper Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | brass / copper lamp holder | E27 brass / copper pendant lamp holder
LHS6E27BY,http://dashboard.digitweblk.com/Productimages/S6HRSBK.jpg,,13,,Shiny Black,Shiny Black,E27,NO,NO,Pendant,FALSE,Tapered Bottle,0,0,1,Yes,Metal,-,Ceramic,110-240V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,1,Yes,"Top Cable Cap 
Decorative Metal Body 
Ceramic Socket Insert",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,-,-,Indoor,108,50,50,50,,,,,,,,,,2.7,E27 Shiny Black Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder
LHS6E27CH,http://dashboard.digitweblk.com/Productimages/S6HRCE.jpg,,17,,Polished Chrome,Silver,E27,NO,NO,Pendant,FALSE,Tapered Bottle,0,0,1,Yes,Metal,-,Ceramic,110-240V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,1,Yes,"Top Cable Cap 
Decorative Metal Body 
Ceramic Socket Insert",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,-,-,Indoor,108,50,50,50,,,,,,,,,,2.7,E27 Polished Chrome Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | polished chrome lamp holder | E27 polished chrome pendant lamp holder
LHS6E27CO,http://dashboard.digitweblk.com/Productimages/S6HRCR.jpg,,10,,Brass / Gold,Copper,E27,NO,NO,Pendant,FALSE,Tapered Bottle,0,0,1,Yes,Metal,-,Ceramic,110-240V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,1,Yes,"Top Cable Cap 
Decorative Metal Body 
Ceramic Socket Insert",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,-,-,Indoor,108,50,50,50,,,,,,,,,,2.7,E27 Brass / Copper Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | brass / copper lamp holder | E27 brass / copper pendant lamp holder
LHS6E27RO,http://dashboard.digitweblk.com/Productimages/S6HRRGD.jpg,,40,,Rose gold,Rose gold,E27,NO,NO,Pendant,FALSE,Tapered Bottle,0,0,1,Yes,Metal,-,Ceramic,110-240V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,1,Yes,"Top Cable Cap 
Decorative Metal Body 
Ceramic Socket Insert",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,-,-,Indoor,108,50,50,50,,,,,,,,,,2.7,E27 Rose Gold Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | rose gold lamp holder | E27 rose gold pendant lamp holder
LHS6E27YB,http://dashboard.digitweblk.com/Productimages/S6HRYBS.jpg,,17,,Brass / Gold,Yellow Brass,E27,NO,NO,Pendant,FALSE,Tapered Bottle,0,0,1,Yes,Metal,-,Ceramic,110-240V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,1,Yes,"Top Cable Cap 
Decorative Metal Body 
Ceramic Socket Insert",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,-,-,Indoor,108,50,50,50,,,,,,,,,,2.7,E27 Brass / Copper Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | brass / copper lamp holder | E27 brass / copper pendant lamp holder
LHS9E27BY,https://dashboard.digitweblk.com/Productimages/5149.jpg,,46,,Shiny Black,Shiny Black,E27,NO,NO,Pendant,FALSE,Tapered Bottle,0,0,1,Yes,Metal,-,Thermoplastic,110-240V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Top Cable Cap 
Decorative Metal Body 
Ceramic Socket Insert",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,-,-,Indoor,120,43,43,43,,,,,,,,,,2.7,E27 Shiny Black Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder
LHS9E27CH,http://dashboard.digitweblk.com/Productimages/S9HRCE.jpg,,50,,Polished Chrome,Silver,E27,NO,NO,Pendant,FALSE,Tapered Bottle,0,0,1,Yes,Metal,-,Thermoplastic,110-240V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Top Cable Cap 
Decorative Metal Body 
Ceramic Socket Insert",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,-,-,Indoor,120,43,43,43,,,,,,,,,,2.7,E27 Polished Chrome Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | polished chrome lamp holder | E27 polished chrome pendant lamp holder
LHS9E27CO,http://dashboard.digitweblk.com/Productimages/S9HRCR.jpg,,20,,Brass / Gold,Copper,E27,NO,NO,Pendant,FALSE,Tapered Bottle,0,0,1,Yes,Metal,-,Thermoplastic,110-240V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Top Cable Cap 
Decorative Metal Body 
Ceramic Socket Insert",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,-,-,Indoor,120,43,43,43,,,,,,,,,,2.7,E27 Brass / Copper Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | brass / copper lamp holder | E27 brass / copper pendant lamp holder
LHS9E27RO,http://dashboard.digitweblk.com/Productimages/LHS9E27RO.jpg,,57,,Rose gold,Rose gold,E27,NO,NO,Pendant,FALSE,Tapered Bottle,0,0,1,Yes,Metal,-,Thermoplastic,110-240V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Top Cable Cap 
Decorative Metal Body 
Ceramic Socket Insert",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,-,-,Indoor,120,43,43,43,,,,,,,,,,2.7,E27 Rose Gold Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | rose gold lamp holder | E27 rose gold pendant lamp holder
